id,text,category,severity,sentiment,qr_type
FB-06300,"Proses pembayaran QRIS statis berlangsung sangat cepat tanpa kendala apapun di meja barcode Warung Nasi Bu Imas, struk dan bukti transfer digital QRIS tersimpan rapi di aplikasi LinkAja.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06301,"Pungutan biaya tambahan tidak resmi oleh kasir Barbershop Bro & Co saat transaksi QRIS manual, ada mark up harga dari struk belanja.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06302,"Mohon bantuan pengecekan riwayat pembayaran QRIS terakhir saya di Soto Ayam Lamongan Cak Har, tadi koneksi internet sempat tersendat saat menekan tombol bayar sehingga saya ragu statusnya.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06303,"Saya menemukan stiker QRIS tempelan penipu di gerobak jualan Warung Nasi Bu Imas, ujung stikernya terkelupas dan di bawahnya masih ada barcode aslinya.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06304,Akrilik meja tempat barcode QRIS di Minimarket Barokah banyak goresan lecet parah sampai pola matriks QRIS-nya hilang sebagian.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06305,Identitas merchant QRIS tidak cocok antara banner fisik toko Warung Nasi Bu Imas dengan nama digital NMID saat konfirmasi bayar di HP.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06306,Tadi mbak kasir di Minimarket Barokah sempat mengucapkan sesuatu saat saya sedang memindai barcode QRIS di meja depan tetapi suaranya tidak terdengar jelas sehingga membuat saya bingung mengenai status pembayaran saya.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06307,"Plang fisik warung bertuliskan Bengkel Motor Jaya, tapi saat scan barcode QRIS di kasir nama penerima yang muncul justru PT Bodong / PENGUNDIAN RESMI ABAL.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06308,Saya batalkan bayar QRIS di Apotek Sehat Sejahtera karena nama rekening tujuan pada QRIS resminya mencurigakan atas nama rekening pribadi KASIH AMAL PALSU.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06309,"Kasir di toko Ayam Geprek Juara bersikap sangat judes dan ketus ketika saya bilang mau bayar pakai QRIS, kasir memaksa pembeli harus bayar uang tunai saja.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06310,"Jangan scan QRIS di plang kasir Bakso Pak Kumis, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06311,Merchant Ayam Geprek Juara di Medan menolak menerima transaksi QRIS dari aplikasi dompet digital tertentu secara sepihak tanpa alasan yang jelas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06312,Kamera pemindai GoPay saya tidak bisa membaca stiker QRIS di Warung Nasi Bu Imas karena stikernya basah dan tintanya luntur menyebar.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06313,"Lokasi toko fisik jelas Bengkel Motor Jaya di Tangerang, tapi saat scan QRIS resmi toko nama tujuan transfer terdaftar atas nama WARUNG PALSU 99 di luar daerah.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06314,"Jangan scan QRIS di akrilik meja Masjid Al-Ikhlas, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06315,Hati-hati stiker barcode QRIS fisik di tent card meja Toko Sembako Berkah Tangerang sengaja ditimpa stiker tempelan palsu lain oleh oknum penipu!,PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06316,Kenapa bayar pakai QRIS di Counter Pulsa Cell ada biaya ekstra? Bukannya merchant dilarang membebankan biaya transaksi kepada pembeli?,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06317,Stiker QRIS fisik toko Ayam Geprek Juara sudah buram dan terkelupas di sudut bawah sehingga scanner aplikasi selalu gagal deteksi.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06318,"Tidak ada masalah sama sekali saat transaksi QRIS di Bengkel Motor Jaya, barcode bersih terlindung akrilik, pembayaran lancar dan bukti bayar resmi QRIS langsung keluar.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06319,"Pelayanan kasir di Martabak Bangka 88 sangat mengecewakan, kasir menolak pembayaran QRIS secara sepihak dengan alasan minimal belanja harus Rp30.000.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06320,"Kasir di Laundry Kilat 99 mengenakan biaya tambahan admin Rp1.000 saat bayar pakai QRIS statis, padahal aturan Bank Indonesia melarang keras surcharge QRIS.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06321,"Saya bayar pakai QRIS barusan di minimarket Soto Ayam Lamongan Cak Har tapi kok perasaan saya kurang enak ya, apakah transaksi QRIS saya tadi sudah benar-benar sah?",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06322,"QRIS fisik di meja kasir Martabak Bangka 88 jelas-jelas ditempeli stiker baru di atas akrilik resmi toko, terindikasi kuat pemalsuan barcode fisik.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06323,"Kasir nolak melayani pembayaran QRIS karena alasan antrean kasir sedang ramai, maunya hanya uang pas saja.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06324,Identitas merchant QRIS tidak cocok antara banner fisik toko Counter Pulsa Cell dengan nama digital NMID saat konfirmasi bayar di HP.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06325,"Proses pembayaran QRIS sebenarnya sudah selesai di layar HP saya, cuma saya merasa agak bingung saja dengan detail tampilan konfirmasi QRIS yang muncul di toko Barbershop Bro & Co.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06326,"Kasir ramah menunjukkan barcode QRIS di meja Apotek Sehat Sejahtera, nominal pembayaran saya input pas Rp10.000 tanpa biaya admin dan notifikasi uang masuk QRIS langsung berbunyi di soundbox kasir.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06327,Saya baru menyadari setelah pembayaran selesai bahwa nama merchant yang muncul pada detail transaksi QRIS tidak sesuai dengan nama toko tempat saya berbelanja di Bengkel Motor Jaya.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06328,Toko fisik Kopi Kenangan Senja berada di Tangerang tapi merchant NMID QRIS terdaftar atas nama orang lain yaitu rekening DANA 0812988xxx bukan nama usaha.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06329,Tadi waktu saya sedang melakukan proses pembayaran scan QRIS di meja kasir Kopi Kenangan Senja rasanya ada sesuatu yang janggal pada tampilan layar aplikasi saya tetapi saya tidak yakin apa yang sebenarnya terjadi.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06330,"Kasir di toko Warung Nasi Bu Imas bersikap sangat judes dan ketus ketika saya bilang mau bayar pakai QRIS, kasir memaksa pembeli harus bayar uang tunai saja.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06331,"Barcode QRIS statis di kasir Counter Pulsa Cell kusam dan pudar terkena terik matahari, autofocus kamera aplikasi BCA Mobile gagal memindai.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06332,"Saya tadi bayar belanjaan pakai barcode QRIS tapi lupa melihat detail layarnya karena terburu-buru pergi, tolong bantu verifikasi apakah transaksi saya aman.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06333,Kasir di gerai Martabak Bangka 88 menahan barang belanjaan dengan sikap mencurigai pembeli secara tidak sopan padahal bukti transaksi sukses sudah saya perlihatkan.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06334,"Saya bayar pakai QRIS barusan di minimarket Sate Madura Cak Sholeh tapi kok perasaan saya kurang enak ya, apakah transaksi QRIS saya tadi sudah benar-benar sah?",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06335,"Kasir toko Bakso Pak Kumis enggan melayani scan QRIS dan beralasan kasir lagi malas mengecek HP, pembeli dipaksa bayar cash.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06336,QRIS fisik di gerobak Masjid Al-Ikhlas rusak terlipat sehingga aplikasi perbankan menolak memproses gambar barcode tersebut.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06337,"Kasir di Soto Ayam Lamongan Cak Har mengenakan biaya tambahan admin Rp1.000 saat bayar pakai QRIS statis, padahal aturan Bank Indonesia melarang keras surcharge QRIS.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06338,"Waspada modus penempelan stiker palsu di kedai kopi Ayam Geprek Juara, kode QR asli toko sudah dilapisi stiker barcode cetakan luar.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06339,Toko fisik Toko Sembako Berkah berada di Surabaya tapi merchant NMID QRIS terdaftar atas nama orang lain yaitu CV MAJU FIKTIF bukan nama usaha.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06340,"Nominal belanjaan Rp75.000 saya bayar dengan scan barcode QRIS di kasir Kedai Mie Aceh, semua detail informasi pembayaran QRIS cocok dan kasir langsung menyerahkan nota lunas.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06341,Sikap staf kasir di stiker dinding Minimarket Barokah sangat tidak sopan dan menolak scan QRIS dengan alasan sinyal toko jelek padahal koneksi internet lancar.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06342,Kamera pemindai BCA Mobile saya tidak bisa membaca stiker QRIS di Bengkel Motor Jaya karena stikernya basah dan tintanya luntur menyebar.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06343,"Struk pembayaran QRIS resmi otomatis terbit di aplikasi OVO, nominal yang didebet pas Rp15.000 tidak ada pungutan biaya admin QRIS tambahan.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06344,"Uang masuk seketika ke mutasi QRIS toko Es Teh Nusantara, kasir langsung menyatakan transaksi lunas dan saya menerima pesanan saya dengan puas.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06345,"Kasir ramah menunjukkan barcode QRIS di meja Bakso Pak Kumis, nominal pembayaran saya input pas Rp35.000 tanpa biaya admin dan notifikasi uang masuk QRIS langsung berbunyi di soundbox kasir.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06346,"Proses pembayaran QRIS statis berlangsung sangat cepat tanpa kendala apapun di booth bazar Masjid Al-Ikhlas, struk dan bukti transfer digital QRIS tersimpan rapi di aplikasi ShopeePay.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06347,Toko fisik RM Padang Murah berada di Bandung tapi merchant NMID QRIS terdaftar atas nama orang lain yaitu KASIH AMAL PALSU bukan nama usaha.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06348,"Cek mutasi setelah transaksi QRIS di Apotek Sehat Sejahtera, nominal pembayaran pas dengan yang saya ketik, tidak ada biaya potongan dan pembayaran QRIS selesai aman sentosa.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06349,"Proses pembayaran QRIS sebenarnya sudah selesai di layar HP saya, cuma saya merasa agak bingung saja dengan detail tampilan konfirmasi QRIS yang muncul di toko Laundry Kilat 99.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06350,"Plang fisik warung bertuliskan Kopi Kenangan Senja, tapi saat scan barcode QRIS di kasir nama penerima yang muncul justru PT Bodong / WARUNG PALSU 99.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06351,Kasir di gerai Apotek Sehat Sejahtera menahan barang belanjaan dengan sikap mencurigai pembeli secara tidak sopan padahal bukti transaksi sukses sudah saya perlihatkan.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06352,"Stiker QRIS statis di warung makan Counter Pulsa Cell mengelupas separuh dari akrilik mejanya, pembeli kesulitan saat mau scan.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06353,"Pelayanan kasir di Toko Sembako Berkah sangat mengecewakan, kasir menolak pembayaran QRIS secara sepihak dengan alasan minimal belanja harus Rp30.000.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06354,"Ada stiker QRIS ganda mencurigakan di etalase kasir Martabak Bangka 88, barcode asli milik kasir ditutup dengan stiker penipu.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06355,"Ada sedikit hal yang terasa tidak biasa waktu saya mencoba melakukan pembayaran QRIS di stiker dinding Martabak Bangka 88 tadi siang, tampilannya agak berbeda dari biasanya dan saya ingin memastikan keamanannya.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06356,"Proses pembayaran QRIS statis berlangsung sangat cepat tanpa kendala apapun di stiker dinding RM Padang Murah, struk dan bukti transfer digital QRIS tersimpan rapi di aplikasi Livin by Mandiri.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06357,Apakah akun QRIS di Minimarket Barokah ini resmi? Barcode tokonya bersih tapi nama penerima saat discan pakai LinkAja bukan nama toko pemiliknya.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06358,"Struk pembayaran QRIS resmi otomatis terbit di aplikasi DANA, nominal yang didebet pas Rp75.000 tidak ada pungutan biaya admin QRIS tambahan.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06359,Kasir di gerai Apotek Sehat Sejahtera menahan barang belanjaan dengan sikap mencurigai pembeli secara tidak sopan padahal bukti transaksi sukses sudah saya perlihatkan.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06360,"Barcode QRIS fisik di Toko Sembako Berkah kelihatan nempel stiker baru di atas akrilik meja kasir, modus penipuan tempel stiker barcode.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06361,"Kasir nolak melayani pembayaran QRIS karena alasan antrean kasir sedang ramai, maunya hanya uang pas saja.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06362,"Lokasi toko fisik jelas Kedai Mie Aceh di Tangerang, tapi saat scan QRIS resmi toko nama tujuan transfer terdaftar atas nama rekening pribadi HENDRA di luar daerah.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06363,"Pas saya raba akrilik barcode di gerobak jualan Sate Madura Cak Sholeh, permukaannya terasa ada stiker tempelan baru yang sengaja menutupi QR code resmi toko.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06364,Kasir meminta biaya tambahan Rp1.000 di luar total belanjaan nota jika pelanggan ingin menggunakan barcode QRIS di Ayam Geprek Juara.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06365,"Uang masuk seketika ke mutasi QRIS toko Counter Pulsa Cell, kasir langsung menyatakan transaksi lunas dan saya menerima pesanan saya dengan puas.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06366,Merchant Apotek Sehat Sejahtera di Yogyakarta menolak menerima transaksi QRIS dari aplikasi dompet digital tertentu secara sepihak tanpa alasan yang jelas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06367,"Saya bayar pakai QRIS barusan di minimarket Kopi Kenangan Senja tapi kok perasaan saya kurang enak ya, apakah transaksi QRIS saya tadi sudah benar-benar sah?",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06368,"Jangan scan QRIS di meja barcode Apotek Sehat Sejahtera, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06369,"Proses pembayaran QRIS statis berlangsung sangat cepat tanpa kendala apapun di stiker dinding Martabak Bangka 88, struk dan bukti transfer digital QRIS tersimpan rapi di aplikasi DANA.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06370,Kasir di gerai Ayam Geprek Juara menahan barang belanjaan dengan sikap mencurigai pembeli secara tidak sopan padahal bukti transaksi sukses sudah saya perlihatkan.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06371,"Tidak ada masalah sama sekali saat transaksi QRIS di Laundry Kilat 99, barcode bersih terlindung akrilik, pembayaran lancar dan bukti bayar resmi QRIS langsung keluar.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06372,"Saya membeli makanan di warung makan Warung Nasi Bu Imas dan membayar menggunakan QRIS seperti biasanya, nominal yang harus dibayar pas sesuai harga, transaksi berhasil dalam beberapa detik dan bukti pembayaran QRIS langsung muncul di aplikasi.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06373,Penjual di Es Teh Nusantara meminta saya melebihkan uang saat input nominal QRIS dengan alasan biaya administrasi jika bayar nontunai.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06374,Toko Laundry Kilat 99 di Semarang mengenakan biaya charge tambahan sebesar Rp2.000 khusus untuk setiap transaksi yang menggunakan QRIS statis.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06375,"Kasir tidak kooperatif saat proses scan QRIS di meja kasir Bakso Pak Kumis, pembeli disuruh menunggu lama dan diabaikan pelayanannya.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06376,"Tidak ada masalah sama sekali saat transaksi QRIS di Soto Ayam Lamongan Cak Har, barcode bersih terlindung akrilik, pembayaran lancar dan bukti bayar resmi QRIS langsung keluar.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06377,"Saya tadi langsung scan kode QRIS yang tersedia di meja kasir Kedai Mie Aceh, namun setelah pembayaran berhasil saya melihat detail penerimanya bernama rekening pribadi AGUS SETIAWAN yang tidak dikenal toko.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06378,"Pelayanan kasir sangat buruk, malah memarahi pelanggan yang tidak membawa uang tunai saat mau bayar lewat QRIS.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06379,"Waspada modus penempelan stiker palsu di gerobak jualan Bakso Pak Kumis, kode QR asli toko sudah dilapisi stiker barcode cetakan luar.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06380,Toko Counter Pulsa Cell di Yogyakarta mengenakan biaya charge tambahan sebesar Rp2.000 khusus untuk setiap transaksi yang menggunakan QRIS statis.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06381,Tadi mbak kasir di Martabak Bangka 88 sempat mengucapkan sesuatu saat saya sedang memindai barcode QRIS di meja depan tetapi suaranya tidak terdengar jelas sehingga membuat saya bingung mengenai status pembayaran saya.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06382,"Kasir ramah menunjukkan barcode QRIS di meja Bengkel Motor Jaya, nominal pembayaran saya input pas Rp10.000 tanpa biaya admin dan notifikasi uang masuk QRIS langsung berbunyi di soundbox kasir.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06383,"Di Kedai Mie Aceh, harga belanjaan dinaikkan kalau bayar pakai QRIS statis, kasir membebankan potongan fee MDR QRIS kepada pembeli.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06384,QRIS fisik di gerobak Bengkel Motor Jaya rusak terlipat sehingga aplikasi perbankan menolak memproses gambar barcode tersebut.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06385,"Transaksi QRIS berhasil diproses seketika di Warung Nasi Bu Imas, kasir mengecek terminal soundbox QRIS dan nominal uang masuk cocok dengan pesanan tanpa kendala.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06386,Tadi waktu saya sedang melakukan proses pembayaran scan QRIS di meja kasir Kopi Kenangan Senja rasanya ada sesuatu yang janggal pada tampilan layar aplikasi saya tetapi saya tidak yakin apa yang sebenarnya terjadi.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06387,"Kasir di toko Counter Pulsa Cell bersikap sangat judes dan ketus ketika saya bilang mau bayar pakai QRIS, kasir memaksa pembeli harus bayar uang tunai saja.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06388,Saya batalkan bayar QRIS di Bengkel Motor Jaya karena nama rekening tujuan pada QRIS resminya mencurigakan atas nama rekening pribadi WARUNG PALSU 99.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06389,"Saya tadi langsung scan kode QRIS yang tersedia di meja kasir Es Teh Nusantara, namun setelah pembayaran berhasil saya melihat detail penerimanya bernama KASIH AMAL PALSU yang tidak dikenal toko.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06390,"Kasir tidak kooperatif saat proses scan QRIS di meja kasir Martabak Bangka 88, pembeli disuruh menunggu lama dan diabaikan pelayanannya.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06391,"Kayaknya tadi ada satu hal yang tidak biasa saat saya hendak membayar belanjaan menggunakan QRIS di Es Teh Nusantara, namun saya tidak begitu memperhatikan secara detail sehingga saya ragu.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06392,"Mohon bantuan pengecekan riwayat pembayaran QRIS terakhir saya di Sate Madura Cak Sholeh, tadi koneksi internet sempat tersendat saat menekan tombol bayar sehingga saya ragu statusnya.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06393,"QRIS fisik di pintu masuk toko Ayam Geprek Juara jelas-jelas ditempeli stiker baru di atas akrilik resmi toko, terindikasi kuat pemalsuan barcode fisik.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-06394,"Ada tambahan biaya seribu rupiah dari harga aslinya saat transaksi menggunakan QRIS di Bengkel Motor Jaya, kasir bilang untuk biaya admin QRIS.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06395,"Nominal belanjaan Rp50.000 saya bayar dengan scan barcode QRIS di kasir Bakso Pak Kumis, semua detail informasi pembayaran QRIS cocok dan kasir langsung menyerahkan nota lunas.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06396,"Susah sekali scan QRIS di booth bazar Warung Nasi Bu Imas, stiker barcode kotor terkena minyak gorengan dan debu tebal di meja kasir.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06397,"Stiker QRIS statis di gerobak jualan Kedai Mie Aceh mengelupas separuh dari akrilik mejanya, pembeli kesulitan saat mau scan.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06398,"Stiker barcode QRIS di meja kasir Barbershop Bro & Co tampak asli dan bersih, tetapi saat saya scan nama merchant di aplikasi GoPay muncul nama perorangan JOKO PRIBADI REK.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06399,"Barcode QRIS statis di kasir Soto Ayam Lamongan Cak Har kusam dan pudar terkena terik matahari, autofocus kamera aplikasi BCA Mobile gagal memindai.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06400,"Stiker QRIS statis di stand minuman Barbershop Bro & Co mengelupas separuh dari akrilik mejanya, pembeli kesulitan saat mau scan.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-06401,"Kena pungutan liar surcharge Rp2.000 saat transaksi QRIS di akrilik meja Masjid Al-Ikhlas, mohon ditertibkan merchant nakal ini.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06402,"Struk pembayaran QRIS resmi otomatis terbit di aplikasi BRImo, nominal yang didebet pas Rp35.000 tidak ada pungutan biaya admin QRIS tambahan.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-06403,"Kasir di toko Bakso Pak Kumis bersikap sangat judes dan ketus ketika saya bilang mau bayar pakai QRIS, kasir memaksa pembeli harus bayar uang tunai saja.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06404,Sikap staf kasir di counter pembayaran Minimarket Barokah sangat tidak sopan dan menolak scan QRIS dengan alasan sinyal toko jelek padahal koneksi internet lancar.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-06405,"Lokasi toko fisik jelas Kedai Mie Aceh di Bekasi, tapi saat scan QRIS resmi toko nama tujuan transfer terdaftar atas nama PENGUNDIAN RESMI ABAL di luar daerah.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-06406,Kenapa bayar pakai QRIS di Soto Ayam Lamongan Cak Har ada biaya ekstra? Bukannya merchant dilarang membebankan biaya transaksi kepada pembeli?,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-06407,Tadi mbak kasir di Minimarket Barokah sempat mengucapkan sesuatu saat saya sedang memindai barcode QRIS di meja depan tetapi suaranya tidak terdengar jelas sehingga membuat saya bingung mengenai status pembayaran saya.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-06408,"Entah kenapa transaksi pembayaran QRIS yang baru saja saya lakukan di Apotek Sehat Sejahtera Yogyakarta terasa agak aneh dan membingungkan ketika selesai diproses, tolong dicek ya tim LaQris.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
