text,category,severity
Kasir di Bengkel Motor Jaya Surabaya menolak pembayaran QRIS saya dengan alasan sinyal toko sedang gangguan dan memaksa harus bayar uang tunai pas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Beli barang di Toko Buku Gemilang bayar non-tunai via QRIS. Pas dicek di konfirmasi transaksi, nama penerimanya memang resmi atas nama gerai tersebut.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Tolong diganti stiker QRIS di Barbershop Bro & Co Surabaya, warnanya sudah luntur dan pudar total terkena panas matahari sehingga barcode tidak terdeteksi.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Pengalaman pembayaran QRIS di warung makan Toko Sembako Berkah luar biasa aman dan nyaman, struk langsung tercetak dan nominal pembayaran tepat 35.000.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Jangan scan QRIS di kotak amal masjid Laundry Kilat 99, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Jangan scan QRIS di kaca kasir Martabak Bangka 88, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Tadi mbak kasir di gerai Soto Ayam Lamongan Cak Har sempat mengucapkan sesuatu kepada saya saat saya sedang melakukan pemindaian barcode di meja depan, tetapi suaranya tidak terdengar jelas karena suasana toko yang ramai sehingga membuat saya agak bingung.",FEEDBACK_AMBIGU,MEDIUM
"Sebelum menekan tombol konfirmasi pembayaran QRIS di stand boba, saya memeriksa nama penerima di layar aplikasi. Hasil pengecekan menunjukkan nama penerima benar terdaftar atas nama merchant tersebut, dan transaksi berhasil diproses.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Kasir memarahi saya dan menuntut cas tambahan fee admin Rp 1.500 jika ingin melunasi tagihan 75.000 lewat scan barcode QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Barcode QRIS fisik di meja kasir Martabak Bangka 88 tergores benda tajam sangat parah, kamera HP berkali-kali mencoba selalu gagal baca kodenya.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Akrilik stand QRIS di Warung Nasi Bu Imas pecah dan buram terkena debu tebal bertahun-tahun, kasir harus mencetak ulang kode barcode yang jelas.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Kasir di Bengkel Motor Jaya Bandung menolak pembayaran QRIS saya dengan alasan sinyal toko sedang gangguan dan memaksa harus bayar uang tunai pas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Tadi saya bayar pakai QRIS di Counter Cahaya Cell. Pembayaran sukses, lalu saat mengecek rincian transaksi di aplikasi, nama merchant yang tercantum tidak sesuai dengan nama usaha yang tertera di kasir.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Barcode QRIS fisik di meja kasir Barbershop Bro & Co tergores benda tajam sangat parah, kamera HP berkali-kali mencoba selalu gagal baca kodenya.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Di Sate Madura Cak Sholeh kasirnya judes banget dan pasang muka masam saat saya bilang mau bayar pakai QRIS di meja kasir.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Nominal belanja sudah pas dan saya cek nama merchant di aplikasi pembayaran. Nama penerima sesuai dengan nama usaha yang tertera di kasir, dan pembayaran selesai lancar.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Permukaan stiker QRIS di kaca kasir Apotek Sehat Sejahtera kotor kena tumpahan minyak dan noda hitam tebal sampai tidak bisa dipindai sama sekali.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Kasir Counter Pulsa Cell menyembunyikan plang barcode QRIS di bawah meja dan enggan melayani pelanggan yang ingin membayar non-tunai.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Tadi saya bayar pakai QRIS di Warung Bu Siti. Pembayaran sukses, lalu saat mengecek rincian transaksi di aplikasi, nama merchant yang tercantum tepat milik toko ini tanpa ada perbedaan sedikit pun.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Di Apotek Sehat Sejahtera Bandung, stiker QRIS resmi di meja kasir ditutup stiker barcode lain oleh pihak tidak bertanggung jawab.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Pelayanan di Masjid Al-Ikhlas sangat mengecewakan, kasirnya marah-marah saat disuruh cek notifikasi pembayaran QRIS yang sudah sukses di HP saya.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Akrilik stand QRIS di Barbershop Bro & Co pecah dan buram terkena debu tebal bertahun-tahun, kasir harus mencetak ulang kode barcode yang jelas.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Tolong diganti stiker QRIS di Martabak Bangka 88 Malang, warnanya sudah luntur dan pudar total terkena panas matahari sehingga barcode tidak terdeteksi.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Ada kendala di kasir tolong bantu. bingung banget.,FEEDBACK_AMBIGU,MEDIUM
"Barcode QRIS fisik di Es Teh Nusantara kelihatan nempel stiker baru di atas akrilik meja kasir, modus penipuan tempel stiker barcode.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Proses pembayarannya sebenarnya terlihat sudah selesai di layar ponsel saya, cuma saya merasa agak bingung saja dengan alur tampilan konfirmasi yang muncul di toko Apotek Sehat Sejahtera dan tidak yakin apakah perlu konfirmasi tambahan.",FEEDBACK_AMBIGU,MEDIUM
"Tadi mbak kasir di gerai Ayam Geprek Juara sempat mengucapkan sesuatu kepada saya saat saya sedang melakukan pemindaian barcode di meja depan, tetapi suaranya tidak terdengar jelas karena suasana toko yang ramai sehingga membuat saya agak bingung.",FEEDBACK_AMBIGU,MEDIUM
Tadi ada masalah sedikit waktu transaksi. gimana ya?,FEEDBACK_AMBIGU,MEDIUM
"Akrilik QRIS di meja barcode Es Teh Nusantara pecah dan retak melintang tepat di atas QR code, membuat aplikasi e-wallet tidak bisa membaca barcode.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Bro, Tolong dicek ya min. tolong respon.",FEEDBACK_AMBIGU,MEDIUM
Kasir memarahi saya dan menuntut cas tambahan fee admin Rp 1.500 jika ingin melunasi tagihan 15.000 lewat scan barcode QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Mohon bantuan informasi min terkait transaksi terakhir saya di Barbershop Bro & Co, tadi koneksi internet ponsel saya sempat tersendat saat menekan tombol bayar sehingga saya ragu statusnya meskipun tidak ada pesan kesalahan yang muncul.",FEEDBACK_AMBIGU,MEDIUM
"Saya mau bayar 35.000 pakai QRIS di Warung Nasi Bu Imas tapi kasir bilang QRIS hanya untuk belanja di atas Rp 30.000, sangat mengecewakan.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
Saya dipaksa bayar fee admin tambahan Rp 1.500 oleh kasir Warung Nasi Bu Imas khusus untuk pembayaran scan QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Kasir di Apotek Sehat Sejahtera memungut biaya surcharge Rp 1.000 tanpa persetujuan untuk setiap pembayaran QR code.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Saya mau bayar 25.000 pakai QRIS di Bengkel Motor Jaya tapi kasir bilang QRIS hanya untuk belanja di atas Rp 30.000, sangat mengecewakan.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Permisi, Tolong diperbaiki fiturnya. bingung banget.",FEEDBACK_AMBIGU,MEDIUM
"Waspada modus penempelan stiker palsu di pintu masuk toko Martabak Bangka 88, kode QR asli toko sudah dilapisi stiker barcode cetakan luar.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Toko Counter Pulsa Cell menetapkan aturan sepihak minimal belanja Rp 50.000 baru boleh bayar pakai QRIS, padahal saya belanja 35.000.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Kondisi fisik QRIS di booth bazar Laundry Kilat 99 sangat memprihatinkan, tintanya luntur kecokelatan dan sudut stikernya koyak sobek.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Nama merchant yang muncul di aplikasi setelah scan QRIS tepat milik toko ini tanpa ada perbedaan sedikit pun.,QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Saat melakukan transaksi QRIS di meja kasir toko kelontong, saya teliti melihat nama penerima transfer pada e-wallet. Ternyata nama merchant tersebut justru tidak cocok dan memunculkan nama pribadi asing.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Tidak ada tanda stiker palsu di kedai kopi Warung Nasi Bu Imas, tapi detail merchant yang muncul di BRImo mencurigakan karena mengarah ke CV MAJU FIKTIF.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Hati-hati stiker barcode QRIS fisik di meja makan Masjid Al-Ikhlas Bekasi sengaja ditimpa stiker tempelan palsu lain oleh oknum penipu!,PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"QRIS fisik di plang kasir Ayam Geprek Juara dalam kondisi baik, namun ada perbedaan nama penerima di mana sistem menampilkan rekening pribadi AGUS SETIAWAN bukannya nama toko resmi.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Stiker QR code di kasir Toko Sembako Berkah burem banget dan buram terkena goresan, tolong segera kirimkan cetakan akrilik QRIS baru.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Pelayanan kasir di Laundry Kilat 99 arogan sekali dan memaksa pembeli nambah uang tunai Rp 2.000 dengan alasan biaya potong saldo QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Saya memeriksa detail informasi QRIS termasuk NMID dan nama merchant sebelum transfer. Informasi yang tampil di layar HP sama persis dengan nama toko tempat saya berbelanja.,QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Demi keamanan sebelum bayar QRIS, saya memastikan identitas penerima terlebih dahulu. Nama yang terdaftar pada sistem tidak konsisten dan mengindikasikan rekening pihak ketiga yang mencurigakan.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Sebelum menekan tombol konfirmasi pembayaran QRIS di toko pakaian, saya memeriksa nama penerima di layar aplikasi. Hasil pengecekan menunjukkan nama penerima sama persis dengan nama toko tempat saya berbelanja, dan transaksi berhasil diproses.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Ada sedikit hal yang terasa tidak biasa waktu saya mencoba melakukan pembayaran di kedai kopi Laundry Kilat 99 tadi siang, tampilannya agak berbeda dari pengalaman saya biasanya dan saya merasa ragu meskipun tidak tahu apa penyebabnya.",FEEDBACK_AMBIGU,MEDIUM
Kasir Masjid Al-Ikhlas menyembunyikan plang barcode QRIS di bawah meja dan enggan melayani pelanggan yang ingin membayar non-tunai.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
Hati-hati stiker barcode QRIS fisik di meja barcode Warung Nasi Bu Imas Medan sengaja ditimpa stiker tempelan palsu lain oleh oknum penipu!,PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Akrilik QRIS di kaca kasir Laundry Kilat 99 pecah dan retak melintang tepat di atas QR code, membuat aplikasi e-wallet tidak bisa membaca barcode.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Plang barcode QRIS di akrilik meja RM Padang Murah sudah rusak mengelupas dan basah kuyup terkena hujan sampai kertas stikernya hancur.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Jangan scan QRIS di kedai kopi Kopi Kenangan Senja, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Semua berjalan sempurna saat bayar QRIS di Kedai Mie Aceh, akrilik barcode mulus, tidak ada kejanggalan, kasir melayani dengan sangat baik.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Pelayanan di Kedai Mie Aceh jempolan, pembayaran non-tunai QRIS nominal 750.000 berhasil diproses tanpa masalah apapun.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Semua berjalan sempurna saat bayar QRIS di Apotek Sehat Sejahtera, akrilik barcode mulus, tidak ada kejanggalan, kasir melayani dengan sangat baik.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Waspada modus penempelan stiker palsu di booth bazar Kopi Kenangan Senja, kode QR asli toko sudah dilapisi stiker barcode cetakan luar.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Sangat puas bayar non-tunai di Masjid Al-Ikhlas, scan barcode QRIS langsung terbaca dalam 1 detik via DANA tanpa kendala dan tanpa biaya tambahan.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Di Bengkel Motor Jaya kasirnya judes banget dan pasang muka masam saat saya bilang mau bayar pakai QRIS di meja kasir.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Kak, Tolong dicek ya min. mohon infonya.",FEEDBACK_AMBIGU,MEDIUM
"Toko Barbershop Bro & Co menetapkan aturan sepihak minimal belanja Rp 50.000 baru boleh bayar pakai QRIS, padahal saya belanja 15.000.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Saya kurang mengerti alur pembayaran QRIS di toko Bakso Pak Kumis ini, kasirnya sibuk melayani pembeli lain jadi saya tidak sempat bertanya lebih lanjut dan langsung pergi dengan rasa ragu.",FEEDBACK_AMBIGU,MEDIUM
"Semua berjalan sempurna saat bayar QRIS di Warung Nasi Bu Imas, akrilik barcode mulus, tidak ada kejanggalan, kasir melayani dengan sangat baik.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Kasir di Minimarket Barokah memungut biaya surcharge Rp 1.000 tanpa persetujuan untuk setiap pembayaran QR code.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Transaksi QRIS di Laundry Kilat 99 Semarang sangat cepat dan lancar, kasir ramah, barcode di akrilik bersih mulus, dan nominal 50.000 terdebet pas.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Saya curiga barcode QRIS di kasir Masjid Al-Ikhlas adalah tempelan palsu karena stiker aslinya tertutup stiker baru yang miring.,PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Saya cek teliti akrilik QRIS di RM Padang Murah semuanya bersih, cuma nama merchant yang tertera di aplikasi e-wallet beda dengan nama toko tempat saya beli.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Barcode QRIS fisik di meja kasir Warung Nasi Bu Imas tergores benda tajam sangat parah, kamera HP berkali-kali mencoba selalu gagal baca kodenya.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Pelayanan kasir di Laundry Kilat 99 arogan sekali dan memaksa pembeli nambah uang tunai Rp 2.000 dengan alasan biaya potong saldo QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Awas ada stiker QRIS siluman di etalase toko RM Padang Murah, stikernya dobel bertumpuk dan sangat mencurigakan.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Tadi mbak kasir di gerai Kedai Mie Aceh sempat mengucapkan sesuatu kepada saya saat saya sedang melakukan pemindaian barcode di meja depan, tetapi suaranya tidak terdengar jelas karena suasana toko yang ramai sehingga membuat saya agak bingung.",FEEDBACK_AMBIGU,MEDIUM
Stiker barcode QRIS di meja kasir Laundry Kilat 99 sudah sobek parah di bagian tengah sampai kode matriksnya hilang dan gagal discan kamera ponsel.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Semua berjalan sempurna saat bayar QRIS di Es Teh Nusantara, akrilik barcode mulus, tidak ada kejanggalan, kasir melayani dengan sangat baik.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Nominal belanja sudah pas dan saya cek nama merchant di aplikasi pembayaran. Nama penerima memang resmi atas nama gerai tersebut, dan pembayaran selesai lancar.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Saya lupa melihat rincian resi pembayaran di layar ponsel saya setelah scan barcode di Kopi Kenangan Senja karena terburu-buru mengejar kendaraan, saya hanya ingin memastikan apakah pembayaran saya sudah tercatat aman.",FEEDBACK_AMBIGU,MEDIUM
"Penolakan sepihak transaksi QRIS di RM Padang Murah, kasir bersikeras hanya menerima uang cash fisik dengan nada ketus.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Kondisi fisik QRIS di stiker dinding Sate Madura Cak Sholeh sangat memprihatinkan, tintanya luntur kecokelatan dan sudut stikernya koyak sobek.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Ada sedikit hal yang terasa tidak biasa waktu saya mencoba melakukan pembayaran di kedai kopi Bakso Pak Kumis tadi siang, tampilannya agak berbeda dari pengalaman saya biasanya dan saya merasa ragu meskipun tidak tahu apa penyebabnya.",FEEDBACK_AMBIGU,MEDIUM
Plang barcode QRIS di stand minuman Bengkel Motor Jaya sudah rusak mengelupas dan basah kuyup terkena hujan sampai kertas stikernya hancur.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Plang barcode QRIS di akrilik meja Barbershop Bro & Co sudah rusak mengelupas dan basah kuyup terkena hujan sampai kertas stikernya hancur.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Permukaan stiker QRIS di kotak amal masjid Bengkel Motor Jaya kotor kena tumpahan minyak dan noda hitam tebal sampai tidak bisa dipindai sama sekali.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Saya scan QRIS asli toko di Bengkel Motor Jaya, pas masuk halaman konfirmasi LinkAja nama pemilik merchant yang keluar adalah nama pribadi asing CV MAJU FIKTIF.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Toko Kedai Mie Aceh menempel plang 'QRIS Rusak' padahal kasirnya malas mengecek saldo masuk, pelayanan kasirnya sangat buruk.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Tadi saya bayar pakai QRIS di Toko Berkah Jaya. Pembayaran sukses, lalu saat mengecek rincian transaksi di aplikasi, nama merchant yang tercantum benar terdaftar atas nama merchant tersebut.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Beli barang di Minimarket Barokah bayar non-tunai via QRIS. Pas dicek di konfirmasi transaksi, nama penerimanya sepenuhnya cocok dengan nama outlet tempat saya belanja.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Barcode QRIS fisik di Bakso Pak Kumis kelihatan nempel stiker baru di atas akrilik meja kasir, modus penipuan tempel stiker barcode.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Stiker barcode QRIS di meja kasir Counter Pulsa Cell tampak asli dan bersih, tetapi saat saya scan nama merchant di aplikasi BRImo muncul nama perorangan DEWI SARTIKA PRIVATE.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Kasir di kasir Kopi Kenangan Senja sangat lambat dan tidak paham cara konfirmasi transaksi QRIS sampai saya harus menunggu 15 menit di antrean.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Mau tanya dong, Tolong dicek ya min. tolong dicek.",FEEDBACK_AMBIGU,MEDIUM
"Awas ada stiker QRIS siluman di booth bazar Counter Pulsa Cell, stikernya dobel bertumpuk dan sangat mencurigakan.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
Kasir di Bengkel Motor Jaya memungut biaya surcharge Rp 1.000 tanpa persetujuan untuk setiap pembayaran QR code.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Jangan scan QRIS di akrilik meja Counter Pulsa Cell, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Akrilik QRIS di stiker dinding Kedai Mie Aceh pecah dan retak melintang tepat di atas QR code, membuat aplikasi e-wallet tidak bisa membaca barcode.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Kemarin belanja di kasir Martabak Bangka 88 tapi pas scan barcode HP saya agak nge-lag sebentar dan langsung kembali ke menu home, saya jadi bingung transaksinya sudah masuk atau belum.",FEEDBACK_AMBIGU,MEDIUM
Kasir di Es Teh Nusantara Yogyakarta menolak pembayaran QRIS saya dengan alasan sinyal toko sedang gangguan dan memaksa harus bayar uang tunai pas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
Saya memeriksa detail informasi QRIS termasuk NMID dan nama merchant sebelum transfer. Informasi yang tampil di layar HP sama sekali tidak sesuai dengan nama tempat usaha yang saya datangi.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"QRIS fisik di stiker dinding Ayam Geprek Juara dalam kondisi baik, namun ada perbedaan nama penerima di mana sistem menampilkan CV MAJU FIKTIF bukannya nama toko resmi.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Scan QRIS di Barbershop Bro & Co selalu error 'QR Code Tidak Terbaca' karena fisik stiker di meja kasir sudah kusut dan berkerut parah.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Saya tadi langsung menutup aplikasi perbankan saya setelah klik konfirmasi bayar di Minimarket Barokah sehingga tidak sempat membaca pesan notifikasi yang sempat muncul sekilas di layar ponsel saya, apakah transaksi tersebut sudah beres?",FEEDBACK_AMBIGU,MEDIUM
"Saya mau bayar 10.000 pakai QRIS di Bengkel Motor Jaya tapi kasir bilang QRIS hanya untuk belanja di atas Rp 30.000, sangat mengecewakan.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
Toko Ayam Geprek Juara melanggar aturan Bank Indonesia karena menarik biaya tambahan 2% saat saya membayar via QRIS di meja kasir.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Nominal belanja sudah pas dan saya cek nama merchant di aplikasi pembayaran. Nama penerima sama persis dengan nama toko tempat saya berbelanja, dan pembayaran selesai lancar.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Tidak ada stiker palsu di akrilik Kopi Kenangan Senja, namun nama penerima digital yang tertera di layar ponsel saya beda jauh sama plang toko fisik.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Hati-hati stiker barcode QRIS fisik di gerobak jualan Bakso Pak Kumis Bekasi sengaja ditimpa stiker tempelan palsu lain oleh oknum penipu!,PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Barcode QRIS di meja kasir Barbershop Bro & Co tidak ada manipulasi stiker, tapi saya ragu bayar karena nama toko di aplikasi BRImo menunjukkan nama orang lain.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Tadi saya bayar pakai QRIS di Toko Buah Segar Mandiri. Pembayaran sukses, lalu saat mengecek rincian transaksi di aplikasi, nama merchant yang tercantum tidak sesuai dengan nama usaha yang tertera di kasir.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Pas saya raba akrilik barcode di meja kasir Barbershop Bro & Co, permukaannya terasa ada stiker tempelan baru yang sengaja menutupi QR code resmi toko.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Saya mau bayar 75.000 pakai QRIS di Warung Nasi Bu Imas tapi kasir bilang QRIS hanya untuk belanja di atas Rp 30.000, sangat mengecewakan.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
Plang barcode QRIS di gerobak jualan Toko Sembako Berkah sudah rusak mengelupas dan basah kuyup terkena hujan sampai kertas stikernya hancur.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Stiker QRIS di meja kasir Minimarket Barokah sangat rapi dan bersih, tidak ada biaya admin tambahan apapun, pelayanan kasir sangat profesional dan cepat.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Penolakan sepihak transaksi QRIS di Sate Madura Cak Sholeh, kasir bersikeras hanya menerima uang cash fisik dengan nada ketus.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Tidak ada tanda stiker palsu di akrilik meja Kedai Mie Aceh, tapi detail merchant yang muncul di GoPay mencurigakan karena mengarah ke WARUNG PALSU 99.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Kasir di kasir Minimarket Barokah sangat lambat dan tidak paham cara konfirmasi transaksi QRIS sampai saya harus menunggu 15 menit di antrean.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Penolakan sepihak transaksi QRIS di Warung Nasi Bu Imas, kasir bersikeras hanya menerima uang cash fisik dengan nada ketus.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
Saya keberatan karena belanja di Kopi Kenangan Senja kena cas tambahan Rp 1.000 gara-gara bayar pakai QRIS bukannya uang tunai.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Kasir di kasir Es Teh Nusantara sangat lambat dan tidak paham cara konfirmasi transaksi QRIS sampai saya harus menunggu 15 menit di antrean.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Saya lupa melihat rincian resi pembayaran di layar ponsel saya setelah scan barcode di Barbershop Bro & Co karena terburu-buru mengejar kendaraan, saya hanya ingin memastikan apakah pembayaran saya sudah tercatat aman.",FEEDBACK_AMBIGU,MEDIUM
"Jangan scan QRIS di kaca kasir Minimarket Barokah, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Halo min, Saya bingung tadi waktu mau bayar di toko ini. gimana ya?",FEEDBACK_AMBIGU,MEDIUM
Kasir memarahi saya dan menuntut cas tambahan fee admin Rp 1.500 jika ingin melunasi tagihan 50.000 lewat scan barcode QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Nominal belanja sudah pas dan saya cek nama merchant di aplikasi pembayaran. Nama penerima berbeda dengan nama toko tempat saya berbelanja, dan pembayaran selesai lancar.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Kasir memarahi saya dan menuntut cas tambahan fee admin Rp 1.500 jika ingin melunasi tagihan 15.000 lewat scan barcode QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Saya keberatan karena belanja di RM Padang Murah kena cas tambahan Rp 1.000 gara-gara bayar pakai QRIS bukannya uang tunai.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Toko Barbershop Bro & Co menetapkan aturan sepihak minimal belanja Rp 50.000 baru boleh bayar pakai QRIS, padahal saya belanja 50.000.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Barcode QRIS di Counter Pulsa Cell sangat jelas dan terang, transaksi berhasil seketika lewat BRImo, merchant terpercaya bintang lima.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Toko Laundry Kilat 99 menetapkan aturan sepihak minimal belanja Rp 50.000 baru boleh bayar pakai QRIS, padahal saya belanja 35.000.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Penolakan sepihak transaksi QRIS di Apotek Sehat Sejahtera, kasir bersikeras hanya menerima uang cash fisik dengan nada ketus.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Saya mau bayar 10.000 pakai QRIS di Ayam Geprek Juara tapi kasir bilang QRIS hanya untuk belanja di atas Rp 30.000, sangat mengecewakan.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Pungutan liar di kasir Kedai Mie Aceh, harga belanja 25.000 dinaikkan jadi lebih mahal kalau bayar pakai scan barcode QRIS.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Kasir di Masjid Al-Ikhlas bersikeras meminta uang cas Rp 2.000 tambahan sambil melayani dengan ketus saat saya scan barcode QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Pelayanan di Kedai Mie Aceh jempolan, pembayaran non-tunai QRIS nominal 750.000 berhasil diproses tanpa masalah apapun.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
